H	Spring 2017	ANTHH228B001	Gender and Sexuality Studies	ANTH	228B	001	Reproductive Justice, Social Movements, and Civil Society	1.00	MW 11:15am-12:45pm	WCC205	M|W	11:15am-12:45pm|11:15am-12:45pm			 	Grigsby,Juli	Class Nbr: 2466 Lim: 15 SO	Class Number: 2466|An exploration of ethnographic approaches to women’s reproductive justice issues, as well as look at reproduction in the broader structural (socioeconomic and political) contexts in which it is situated. We will focus on specific topics such as abortion, contraception, sterilization, sexually transmitted diseases (STDs) and how these issues are connected to other social justice issues such as poverty, environmentalism, and welfare reform.; Prerequisite(s): ANTH 103; Enrollment Limit: 15; Lottery Preference(s): Anthropology Majors Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH245B001	Anthropology	ANTH	245B	001	Ethnography of Africa	1.00	MW 12:45pm-2:15pm	HLL112	M|W	12:45pm-02:15pm|12:45pm-02:15pm			 	Noonan-Ngwane,Zolani	Class Nbr: 2472 SO	Class Number: 2472|This course is a historical overview of some classic and contemporary ethnographic studies of Africa. The course focuses on the contribution of social anthropology to our understanding of the history and socio-cultural identities and practices of the people of Africa. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH245B001	Africana Studies	ANTH	245B	001	Ethnography of Africa	1.00	MW 12:45pm-2:15pm	HLL112	M|W	12:45pm-02:15pm|12:45pm-02:15pm			 	Noonan-Ngwane,Zolani	Class Nbr: 2472 SO	Class Number: 2472|This course is a historical overview of some classic and contemporary ethnographic studies of Africa. The course focuses on the contribution of social anthropology to our understanding of the history and socio-cultural identities and practices of the people of Africa. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH245B001	Gender and Sexuality Studies	ANTH	245B	001	Ethnography of Africa	1.00	MW 12:45pm-2:15pm	HLL112	M|W	12:45pm-02:15pm|12:45pm-02:15pm			 	Noonan-Ngwane,Zolani	Class Nbr: 2472 SO	Class Number: 2472|This course is a historical overview of some classic and contemporary ethnographic studies of Africa. The course focuses on the contribution of social anthropology to our understanding of the history and socio-cultural identities and practices of the people of Africa. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH250B001	Anthropology	ANTH	250B	001	 	1.00	MW 11:15am-12:45pm	STO119	M|W	11:15am-12:45pm|11:15am-12:45pm			 	Roebuck,Christopher	Class Nbr: 2052 Lim: 25 HU	Class Number: 2052|  Humanities (HU)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH250B001	Health Studies	ANTH	250B	001	 	1.00	MW 11:15am-12:45pm	STO119	M|W	11:15am-12:45pm|11:15am-12:45pm			 	Roebuck,Christopher	Class Nbr: 2052 Lim: 25 HU	Class Number: 2052|  Humanities (HU)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH258B001	Anthropology	ANTH	258B	001	Culture & Identity	1.00	TTH 2:30pm-4:00pm	HLL201	T|Th	02:30pm-04:00pm|02:30pm-04:00pm			 	Culbertson,Jacob H.	Class Nbr: 2475 Div: I;  SO	Class Number: 2475|This course will explore the topic of Culture and Identity through a specific interest in the politics of indigeneity. We will pursue two lines of inquiry: 1) how the politics of indigeneity reveal, extend, and undermine the logics of liberal multiculturalism, in diverse ways stemming from diverse histories; and 2) how the politics of indigeneity may unsettle Anthropology as a discipline and demand “decolonizing methodologies.”| Div: I;  Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH259B001	Anthropology	ANTH	259B	001	Ethnography of Islam	1.00	TTH 11:30am-1:00pm	STO119	T|Th	11:30am-01:00pm|11:30am-01:00pm			 	Saleh,Zainab M.	Class Nbr: 2308 HU	Class Number: 2308|Comparative ethnographies of Muslim societies. Islam as a field of anthropological inquiry and theorizing. Ethnographic representation and the construction of ethnographic authority. Islam in the western imagination. Humanities (HU)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH302B001	Anthropology	ANTH	302B	001	Oil, Culture, Power	1.00	TH 1:30pm-4:00pm	STO10	Th	01:30pm-04:00pm			 	Saleh,Zainab M.	Class Nbr: 1576 Lim: 25 SO	Class Number: 1576|This course will examine the political, social, and cultural history of oil. As the single most important commodity in the world, the story of control over this highly prized resource is a complex and violent one. It will discuss the ways in which oil has defined the fates empires and nation-states, the rise and fall of local political movements, violence, neoliberal governmentality, and knowledge production.   ; Prerequisites: one 100-level course in Anthropology, Political Science, Sociology, or History. Limited Enrollment: 25 Students.; Lottery priority is given to senior students, and to students majoring in anthropology. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH302B001	Environmental Studies	ANTH	302B	001	Oil, Culture, Power	1.00	TH 1:30pm-4:00pm	STO10	Th	01:30pm-04:00pm			 	Saleh,Zainab M.	Class Nbr: 1576 Lim: 25 SO	Class Number: 1576|This course will examine the political, social, and cultural history of oil. As the single most important commodity in the world, the story of control over this highly prized resource is a complex and violent one. It will discuss the ways in which oil has defined the fates empires and nation-states, the rise and fall of local political movements, violence, neoliberal governmentality, and knowledge production.   ; Prerequisites: one 100-level course in Anthropology, Political Science, Sociology, or History. Limited Enrollment: 25 Students.; Lottery priority is given to senior students, and to students majoring in anthropology. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH309B001	Anthropology	ANTH	309B	001	Place, People, and Collaborative Research in the Urban Environment	1.00	T 1:30pm-4:00pm	ESTW115	T	01:30pm-04:00pm			 	Moses,Joshua|Moses,Joshua	Class Nbr: 1873 Lim: 15 SO	Class Number: 1873|This transdisciplinary course focuses on anthropology’s contributions (and potential contributions) to engaging critical environmental issues in urban settings. Collaborative environmental work with urban communities is inherently interdisciplinary, drawing on anthropology, urban planning, public health, ecology, and geography. Through a study of Philadelphia’s current struggles to redefine itself as a green city, students will gain grounding in anthropological theory and practice and urban ecology. Themes will include the intersections of race, class, and gender; environmental justice; urban farming/gardening; brownfields; grassroots organizing; action research; and ideas of place, home and nature. The course will focus on the ethics and practice of community collaboration and community-based research in environmental work in urban settings. It will require significant time working with a community group in Philadelphia. Readings will include: Joan Iverson Nassauer, Roger Sanjek, Peter Berg, Anne Rademencher, Rowan Rowntree, Gregory Bateson, Lindsay K. Campbell, Meredith Minkler, Baltimore Ecosystem Study, Eric Swyngedouw, Davydd Greenwod, Eve Tuck, Kim Fortun, Julian Agyeman, Paul Robbins.; Cross-listed: Anthropology, Environmental Studies; Pre-requisite: Students will be selected based on instructor evaluation of written applications.; Enrollment Limit: 15; To access the application: pre-register for the course, view your class schedule in the Student Center in Bionic (Main Menu > Self-Service > Student Center > Class Schedule), and click on the URL icon. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH309B001	Environmental Studies	ANTH	309B	001	Place, People, and Collaborative Research in the Urban Environment	1.00	T 1:30pm-4:00pm	ESTW115	T	01:30pm-04:00pm			 	Moses,Joshua|Moses,Joshua	Class Nbr: 1873 Lim: 15 SO	Class Number: 1873|This transdisciplinary course focuses on anthropology’s contributions (and potential contributions) to engaging critical environmental issues in urban settings. Collaborative environmental work with urban communities is inherently interdisciplinary, drawing on anthropology, urban planning, public health, ecology, and geography. Through a study of Philadelphia’s current struggles to redefine itself as a green city, students will gain grounding in anthropological theory and practice and urban ecology. Themes will include the intersections of race, class, and gender; environmental justice; urban farming/gardening; brownfields; grassroots organizing; action research; and ideas of place, home and nature. The course will focus on the ethics and practice of community collaboration and community-based research in environmental work in urban settings. It will require significant time working with a community group in Philadelphia. Readings will include: Joan Iverson Nassauer, Roger Sanjek, Peter Berg, Anne Rademencher, Rowan Rowntree, Gregory Bateson, Lindsay K. Campbell, Meredith Minkler, Baltimore Ecosystem Study, Eric Swyngedouw, Davydd Greenwod, Eve Tuck, Kim Fortun, Julian Agyeman, Paul Robbins.; Cross-listed: Anthropology, Environmental Studies; Pre-requisite: Students will be selected based on instructor evaluation of written applications.; Enrollment Limit: 15; To access the application: pre-register for the course, view your class schedule in the Student Center in Bionic (Main Menu > Self-Service > Student Center > Class Schedule), and click on the URL icon. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH311B001	Anthropology	ANTH	311B	001	Anthropology of Violence and the Body	1.00	T 1:30pm-4:00pm	WCC205	T	01:30pm-04:00pm			 	Grigsby,Juli	Class Nbr: 2464 Lim: 15 SO	Class Number: 2464|An examination on how violence, in its alternate forms, impacts identity formation by inscribing race, gender and sexuality onto the body at multiple social and cultural junctures. One of the primary objectives of the course is to theoretically engage with the relationship between the body, identity, and state, structural and symbolic violence.; Prerequisite(s): ANTH 103; Enrollment Limit: 15; Lottery Preference(s): Anthropology Majors Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH311B001	Africana Studies	ANTH	311B	001	Anthropology of Violence and the Body	1.00	T 1:30pm-4:00pm	WCC205	T	01:30pm-04:00pm			 	Grigsby,Juli	Class Nbr: 2464 Lim: 15 SO	Class Number: 2464|An examination on how violence, in its alternate forms, impacts identity formation by inscribing race, gender and sexuality onto the body at multiple social and cultural junctures. One of the primary objectives of the course is to theoretically engage with the relationship between the body, identity, and state, structural and symbolic violence.; Prerequisite(s): ANTH 103; Enrollment Limit: 15; Lottery Preference(s): Anthropology Majors Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH311B001	Gender and Sexuality Studies	ANTH	311B	001	Anthropology of Violence and the Body	1.00	T 1:30pm-4:00pm	WCC205	T	01:30pm-04:00pm			 	Grigsby,Juli	Class Nbr: 2464 Lim: 15 SO	Class Number: 2464|An examination on how violence, in its alternate forms, impacts identity formation by inscribing race, gender and sexuality onto the body at multiple social and cultural junctures. One of the primary objectives of the course is to theoretically engage with the relationship between the body, identity, and state, structural and symbolic violence.; Prerequisite(s): ANTH 103; Enrollment Limit: 15; Lottery Preference(s): Anthropology Majors Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH365B001	Anthropology	ANTH	365B	001	Adv Readings in Visual Anthro	1.00	W 1:30pm-4:00pm	ROB7	W	01:30pm-04:00pm			 	Culbertson,Jacob H.	Class Nbr: 2476 Lim: 30	Class Number: 2476|This course draws together literatures on images and infrastructures. We will ask “how are photos, films, and practices of looking (both expert and quotidian) ‘infrastructural?’” and “how are infrastructures— like roads and bridges, electrical grids and communication networks, as well as the social and political relationships that underlie those— seen or not seen? Why and how should we make them visible?” The bulk of the graded work will be in service of creating an ethnographic photo essay of an infrastructure.	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH451B001	Anthropology	ANTH	451B	001	Senior Seminar: Supervised Research and Writing	1.00	 		 	 			 	Saleh,Zainab M.	Class Nbr: 1579 SO	Class Number: 1579|The spring semester of the two-semester senior thesis seminar. Students complete research on their thesis and write an ethnography. Most of the semester is individual meetings between thesis writers and advisors. The spring senior thesis seminar includes a public thesis presentation and an oral exam. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH451B002	Anthropology	ANTH	451B	002	Senior Seminar: Supervised Research and Writing	1.00	 		 	 			 	Culbertson,Jacob H.	Class Nbr: 2469 SO	Class Number: 2469|The spring semester of the two-semester senior thesis seminar. Students complete research on their thesis and write an ethnography. Most of the semester is individual meetings between thesis writers and advisors. The spring senior thesis seminar includes a public thesis presentation and an oral exam. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH451B003	Anthropology	ANTH	451B	003	Senior Seminar: Supervised Research and Writing	1.00	 		 	 			 	Moses,Joshua	Class Nbr: 2470 SO	Class Number: 2470|The spring semester of the two-semester senior thesis seminar. Students complete research on their thesis and write an ethnography. Most of the semester is individual meetings between thesis writers and advisors. The spring senior thesis seminar includes a public thesis presentation and an oral exam. Social Science (SO)	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH460B001	Anthropology	ANTH	460B	001	Teaching Assistant	1.00	 		 	 			 	Moses,Joshua	Class Nbr: 2732	Class Number: 2732|Discussion leader and course assistant in Anthropology 103, Anthropology 110, or other selected anthropology courses; includes responsibility for selected tutorials. Final Paper.	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ANTHH480B001	Anthropology	ANTH	480B	001	Independent Study	1.00	 		 	 			 	Noonan-Ngwane,Zolani	Class Nbr: 2856 Lim: 30	Class Number: 2856|	http://www.haverford.edu/anthropology/ 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARABH002B001	Arabic	ARAB	002B	001	Introduction to Modern Standard Arabic	1.50	TTH 8:30am-10:00am	STO10	T|Th	08:30am-10:00am|08:30am-10:00am			 	Darwish,Manar	Class Nbr: 1572 Lim: 18 HU	Class Number: 1572|Enrollment Limit: 18; Drills for this course:; M/W/F 8:30-9:30 at Haverford OR; M/W/F 10:00-11:00 at Bryn Mawr. Humanities (HU)	https://www.brynmawr.edu/arabic/	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARABH002B00A	Arabic	ARAB	002B	00A	Introduction to Modern Standard Arabic	0.00	MWF 8:30am-9:30am	STO16	M|W|F	08:30am-09:30am|08:30am-09:30am|08:30am-09:30am			 	Perry,Farnaz|Darwish,Manar	Class Nbr: 2514 Lim: 18 HU	Class Number: 2514|Enrollment Limit: 18; Drills for this course:; M/W/F 8:30-9:30 at Haverford OR; M/W/F 10:00-11:00 at Bryn Mawr. Humanities (HU)	https://www.brynmawr.edu/arabic/	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARABH002B00B	Arabic	ARAB	002B	00B	Introduction to Modern Standard Arabic	0.00	MWF 10:10am-11:00am	TH116	M|W|F	10:10am-11:00am|10:10am-11:00am|10:10am-11:00am			 	Perry,Farnaz|Darwish,Manar	Class Nbr: 2515 Lim: 18 HU	Class Number: 2515|Enrollment Limit: 18; Drills for this course:; M/W/F 8:30-9:30 at Haverford OR; M/W/F 10:00-11:00 at Bryn Mawr. Humanities (HU)	https://www.brynmawr.edu/arabic/	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH101G001	Fine Arts	ARTS	101G	001	Arts Foundation-Drawing (2-D)	0.50	T 9:00am-12:00pm	ARTS8A	T	09:00am-12:00pm			 	Goodrich,Jonathan C.	Class Nbr: 1890 Lim: 18 Div: III;  HU	Class Number: 1890|A seven-week introductory course for students with little or no experience in drawing. Students will first learn how to see with a painter's eye. Composition, perspective, proportion, light, form, picture plane and other fundamentals will be studied. We will work from live models, still life, landscape, imagination and masterwork.; Enrollment Limit: 18| Div: III;  Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH103G001	Fine Arts	ARTS	103G	001	Arts Foundation-Photography	0.50	M 1:00pm-4:00pm	ARTS15	M	01:00pm-04:00pm			 	Williams,William	Class Nbr: 1891 Lim: 15 Div: III;  HU	Class Number: 1891|Enrollment Limit: 15| Div: III;  Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH104H001	Fine Arts	ARTS	104H	001	Arts Foundation-Sculpture	0.50	M 1:00pm-4:00pm	ARTS8A	M	01:00pm-04:00pm			 	Pomerantz,Kaitlin K.	Class Nbr: 1759 Lim: 15 HU	Class Number: 1759|This is a seven week, half semester course designed to provide an introduction to three dimensional concepts and techniques. Skills associated with organizing and constructing three-dimensional form will be addressed through a series of projects within a contemporary context. The first projects will focus on basic three-dimensional concepts, while later projects will allow for greater individual self-expression and exploration. Various fabrication skills including construction, modeling, basic mold making, and casting will be demonstrated in class. All fabrication techniques will be covered in detail in class, and no prior experience is required to successfully complete this course.; Enrollment Limit: 15; Lottery Preference Fine Arts Majors Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH106G001	Fine Arts	ARTS	106G	001	Arts Foundation - Drawing	0.50	M 1:00pm-4:00pm	ARTS8A	M	01:00pm-04:00pm			 	Pomerantz,Kaitlin K.	Class Nbr: 1760 Lim: 18 HU	Class Number: 1760|This is a seven week introductory level course designed to provide an overview of basic drawing techniques addressing line, form, perspective, and composition. Various drawing methods will be introduced in class, and students will gain experience in drawing by working from still life, models, and architecture. Preference to declared majors who need Foundations, and to students who have entered the lottery for the same Foundations course at least once without success.; Enrollment Limit: 18 Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH107H001	Fine Arts	ARTS	107H	001	Arts Foundation-Painting	0.50	T 9:00am-12:00pm	ARTS8A	T	09:00am-12:00pm			 	Goodrich,Jonathan C.	Class Nbr: 1894 Lim: 18 Div: III;  HU	Class Number: 1894|A seven-week introductory course for students with little or no experience in painting. Students will be first introduced to the handling of basic tools, materials and techniques. We will study the color theory such as interaction of color, value & color, warms & cools, complementary colors, optical mixture, texture, surface quality. We will work from live model, still life, landscape, imagination and Preference to declared majors who need Foundations, and to students who have entered the lottery for the same Foundations course at least once without success. Preference will also be given to students with Foundations-Drawing experience. ; Enrollment Limit: 18; Lottery Preference: Fine Arts majors and minors| Div: III;  Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
H	Spring 2017	ARTSH108H001	Fine Arts	ARTS	108H	001	Arts Foundation-Photography	0.50	M 1:00pm-4:00pm	ARTS15	M	01:00pm-04:00pm			 	Williams,William	Class Nbr: 1895 Lim: 15 Div: III;  HU	Class Number: 1895|Prerequisite: Overenrollment will be determined by lottery conducted by Prof. on the first day of class. Course is a repeat of 103D/108H.; Enrollment Limit: 15| Div: III;  Humanities (HU)	https://www.haverford.edu/fine-arts 	Link to Departmental Homepage	http://www.haverfordbookstore.com/selecttermdept.aspx	Book Prices	 	 			
